Nazwisko,Liczba wystąpień
MARCINKIEWICZ,3 001
GROBELNA,2 999
JOŃCZYK,2 999
MIREK,2 999
CIEŚLIŃSKA,2 997
DREWNIAK,2 991
CZERWONKA,2 988
DĘBICKA,2 987
STOPA,2 981
KALITA,2 980
CHOJECKA,2 979
ŚWIERCZ,2 976
NAPIÓRKOWSKA,2 975
PANASIUK,2 962
SZOSTEK,2 955
CYRAN,2 944
ZATORSKA,2 943
WILIŃSKA,2 941
DWORAK,2 939
MIZERA,2 938
KĄKOL,2 937
WACHOWSKA,2 937
KALBARCZYK,2 936
MACHOWSKA,2 935
IWANIUK,2 933
KOBYLIŃSKA,2 933
WNĘK,2 931
BOROWIAK,2 929
KREFT,2 922
WĘGLARZ,2 920
OSIECKA,2 913
CHYLIŃSKA,2 912
PATER,2 911
RĄCZKA,2 910
KOZIŃSKA,2 909
CZAPSKA,2 905
PIWOWAR,2 905
KARASIŃSKA,2 895
MARKOWICZ,2 895
PLUCIŃSKA,2 895
GĄSKA,2 892
KULAS,2 892
TOPOLSKA,2 891
KLONOWSKA,2 889
MASTALERZ,2 889
SZMIDT,2 889
PISARSKA,2 885
CZAPIEWSKA,2 884
GREGORCZYK,2 881
DAWID,2 880
FRYDRYCH,2 879
OSTASZEWSKA,2 877
TARKA,2 874
TRZASKA,2 872
ZIEMBA,2 871
MILER,2 863
ŁUCZYŃSKA,2 862
CABAN,2 859
JAKUBCZAK,2 858
KRASUSKA,2 857
MALCZEWSKA,2 857
PYKA,2 857
MIKOŁAJEWSKA,2 856
DUL,2 854
GWIAZDA,2 854
SMYK,2 854
MOSKWA,2 853
DYLEWSKA,2 852
MATUSZCZAK,2 852
WIERZCHOWSKA,2 852
MOTYL,2 851
SITARZ,2 845
TRUSZKOWSKA,2 843
RYDZEWSKA,2 841
SUCHOCKA,2 841
BADURA,2 839
WIDERA,2 839
KONDRACKA,2 838
WASZAK,2 837
OLENDER,2 836
SAKOWSKA,2 836
BOGACKA,2 829
KOMAR,2 829
KONIECZNY,2 829
KUNICKA,2 828
PIEKARZ,2 822
IWAN,2 820
KIELAR,2 820
ZAŁĘSKA,2 820
POPIOŁEK,2 818
FABISIAK,2 815
KLEIN,2 814
CZAPLICKA,2 813
SZEWCZUK,2 808
GRZEGORZEWSKA,2 805
SOSIŃSKA,2 803
SZAFRANIEC,2 803
STAROŃ,2 801
SIUDA,2 798
STARZYŃSKA,2 794
KULIGOWSKA,2 793
CHRUŚCIEL,2 789
SZLACHTA,2 788
KRAWCZYŃSKA,2 786
MACIASZEK,2 784
MIROWSKA,2 783
GĄDEK,2 779
BOGDANOWICZ,2 777
KARBOWSKA,2 773
SĘKOWSKA,2 772
JARECKA,2 771
WOJNOWSKA,2 770
BOROWIECKA,2 769
JELEŃ,2 765
MROZIŃSKA,2 764
SZNAJDER,2 764
BORECKA,2 763
NOWOSIELSKA,2 762
WĄSOWICZ,2 760
SAGAN,2 757
KUSZ,2 755
BABIARZ,2 754
KRZAK,2 754
WOLNY,2 752
PORĘBA,2 751
WIATR,2 750
KLOC,2 747
LACHOWSKA,2 747
NOCOŃ,2 747
MAŁOLEPSZA,2 746
NIEDŹWIEDŹ,2 746
KOTARSKA,2 744
PAJOR,2 744
RAKOCZY,2 742
SZCZOTKA,2 738
BORUCKA,2 734
MATYJA,2 730
KUPCZYK,2 729
CYWIŃSKA,2 727
BIEGAŃSKA,2 726
BOROWICZ,2 725
PRZYGODA,2 725
SYNOWIEC,2 725
JEŻ,2 723
OLEKSIAK,2 722
TROJAN,2 720
MAJER,2 717
TRAWIŃSKA,2 714
ZDANOWICZ,2 714
BARCZYK,2 711
KURKOWSKA,2 711
DAWIDOWICZ,2 710
BLOCH,2 706
CHOWANIEC,2 706
KOSIOREK,2 706
MIELNIK,2 702
KARWACKA,2 700
STRZELEC,2 699
GROMEK,2 697
DAWIDOWSKA,2 696
ŁUKOMSKA,2 692
WOJTKOWSKA,2 688
GAJOS,2 684
OGRODNIK,2 679
MADEJSKA,2 674
POZNAŃSKA,2 672
OLESIŃSKA,2 668
HOFMAN,2 666
BĄCZEK,2 659
WOJNAROWSKA,2 659
RUSINEK,2 658
WOLAŃSKA,2 656
WOJDYŁA,2 655
MATEJA,2 651
GANCARZ,2 649
KĘPIŃSKA,2 649
RUSZKOWSKA,2 645
ADAMKIEWICZ,2 644
WIERZBOWSKA,2 643
ROZMUS,2 642
TOBIASZ,2 642
KUDŁA,2 641
KOCUR,2 638
JANKIEWICZ,2 637
ZDROJEWSKA,2 636
PACIOREK,2 633
ĆWIEK,2 630
JEŻEWSKA,2 630
BOCHEŃSKA,2 628
JÓZEFOWICZ,2 628
OGONOWSKA,2 626
KUTA,2 625
MISIEWICZ,2 624
PODOLSKA,2 624
SUCHODOLSKA,2 623
DZIĘCIOŁ,2 622
KUNA,2 618
WOŹNICKA,2 618
JAROCKA,2 617
ŁYSIAK,2 617
KUŁAKOWSKA,2 616
PIENIĄŻEK,2 614
KOCH,2 611
PŁACZEK,2 607
KISIELEWSKA,2 601
SARNA,2 600
BOGUSŁAWSKA,2 599
GOLONKA,2 599
KLIŚ,2 595
HAŁAS,2 594
ZWIERZCHOWSKA,2 593
KOSSAKOWSKA,2 591
STACH,2 588
DZIĘGIELEWSKA,2 587
SOBKOWIAK,2 587
KWAŚNIAK,2 586
RATAJ,2 585
SAJDAK,2 585
DEPTUŁA,2 583
FLORCZYK,2 583
KOTOWICZ,2 583
WALKIEWICZ,2 582
POŚPIECH,2 578
KOSIOR,2 576
KUŹMIŃSKA,2 575
TARKOWSKA,2 574
BARTOSIAK,2 572
MYSZKA,2 571
STAWSKA,2 571
SROCZYŃSKA,2 570
MĄKA,2 569
JACH,2 567
POKORSKA,2 567
PIECHOWIAK,2 566
KUBALA,2 565
MROZIK,2 565
GŁOWACZ,2 564
KARPOWICZ,2 563
SAMBORSKA,2 562
ABRAMOWICZ,2 561
ANIOŁ,2 560
KORCZYŃSKA,2 560
WĄS,2 560
JELONEK,2 559
RYBCZYŃSKA,2 557
BIELICKA,2 553
SZUMSKA,2 553
ROGUSKA,2 550
KAWCZYŃSKA,2 549
KRASOŃ,2 549
BAJOR,2 548
GLINKA,2 548
PAWŁOWICZ,2 548
GUZEK,2 547
POPEK,2 547
PTASZYŃSKA,2 546
MĄDRA,2 544
BAŃKOWSKA,2 543
ZAJDEL,2 542
KRASIŃSKA,2 539
MYSZKOWSKA,2 536
BOCIAN,2 531
FILIPOWSKA,2 528
OLESZCZUK,2 527
BADOWSKA,2 525
GÓRZYŃSKA,2 525
PIRÓG,2 525
BAŁDYGA,2 524
ADAMCZUK,2 522
ŁĄCKA,2 521
KASPROWICZ,2 517
PISKORSKA,2 512
CAŁKA,2 511
ŻOCHOWSKA,2 511
BOGUSZEWSKA,2 509
WLAZŁO,2 508
MROZOWSKA,2 507
SAWCZUK,2 507
KICIŃSKA,2 506
ZAJKOWSKA,2 504
ZIAJA,2 504
KULCZYCKA,2 502
PUZIO,2 502
PANKOWSKA,2 501
WYSOKIŃSKA,2 500
FRĄCKIEWICZ,2 498
SIEMIŃSKA,2 497
JANIKOWSKA,2 494
ŁUKAWSKA,2 494
SKRZYŃSKA,2 493
ŻMIJEWSKA,2 492
MARCZYK,2 487
TOMASZEK,2 487
SWOBODA,2 481
DRZAZGA,2 480
GUZOWSKA,2 475
RZEŹNIK,2 475
SUŁEK,2 474
BANASZKIEWICZ,2 473
BĘBEN,2 473
MARCZUK,2 473
MATUSZEK,2 471
SKRZYPIEC,2 469
RACHWAŁ,2 467
WINKLER,2 464
WOJEWODA,2 462
DZIK,2 461
DYBOWSKA,2 460
JANIEC,2 458
NOSEK,2 457
GŁUCHOWSKA,2 455
JASKUŁA,2 453
WOJNAR,2 453
STANKOWSKA,2 450
TWOREK,2 448
DOMINIK,2 447
JAKUBIK,2 447
KUCZERA,2 447
ANDRZEJAK,2 446
CISZEK,2 446
PRZYBYŁEK,2 445
SŁOTA,2 445
KUKLIŃSKA,2 441
LISEK,2 441
OLEK,2 435
ROLA,2 435
KUPIS,2 434
NYKIEL,2 434
SKUPIEŃ,2 434
FORTUNA,2 433
IGNACZAK,2 432
RYNKIEWICZ,2 428
KUŹNIAR,2 427
POLOK,2 427
JODŁOWSKA,2 423
DURAJ,2 422
KUŚNIERZ,2 422
ROZWADOWSKA,2 419
STARCZEWSKA,2 417
MITURA,2 416
ABRAMCZYK,2 415
KOPKA,2 414
ŻBIKOWSKA,2 413
KUPCZAK,2 412
CHOLEWIŃSKA,2 411
ŁOBODA,2 411
PACH,2 409
DANILUK,2 408
KNOP,2 405
PAWLACZYK,2 404
DOPIERAŁA,2 402
MACIEJCZYK,2 402
KĘDZIA,2 400
KOC,2 400
ŁATA,2 398
SŁOWIKOWSKA,2 398
SPYCHALSKA,2 398
KULKA,2 397
FORYŚ,2 394
MAĆKOWSKA,2 391
GAWŁOWSKA,2 387
ŁUKASIAK,2 387
PIASKOWSKA,2 386
ZADROŻNA,2 386
OZIMEK,2 385
SOBIERAJSKA,2 385
CHUDA,2 382
CISEK,2 380
LUBIŃSKA,2 379
DEPTA,2 378
SIWAK,2 375
CHOIŃSKA,2 374
DĘBIŃSKA,2 372
FORNAL,2 367
SOJA,2 366
SOSNA,2 366
CICHY,2 365
CZERNIAWSKA,2 365
ŁUKOWSKA,2 365
KLIMOWICZ,2 361
GONDEK,2 360
GÓRCZYŃSKA,2 359
BARTOSZEWICZ,2 358
PRZYBYLAK,2 357
ROWIŃSKA,2 355
STADNIK,2 355
KOZUB,2 353
ZABIELSKA,2 352
JAROSIŃSKA,2 351
NIZIOŁEK,2 351
ROGULSKA,2 348
WALICKA,2 348
FORMELA,2 347
PIWOŃSKA,2 347
GAWĘDA,2 346
CELIŃSKA,2 345
STAWARZ,2 342
ŁAKOMA,2 341
BRYK,2 339
POŁEĆ,2 337
ZIENKIEWICZ,2 337
FICEK,2 336
JANUSZKIEWICZ,2 336
KLIMKIEWICZ,2 336
SZPAKOWSKA,2 331
CABAJ,2 330
KOBIELA,2 330
KOŁEK,2 330
KROK,2 330
PACEK,2 330
BARCZAK,2 327
GRABIEC,2 325
JANECKA,2 325
KRZYŻANIAK,2 325
WIKTOR,2 324
WALASEK,2 322
ĆWIKŁA,2 320
SOŁTYSIK,2 320
KRYGIER,2 318
KRZEMIEŃ,2 318
KALISZEWSKA,2 317
BALIŃSKA,2 315
MOSZCZYŃSKA,2 315
PAWEŁCZYK,2 313
JANOWICZ,2 312
CHUDY,2 310
KUBAS,2 310
PIECHA,2 310
KORALEWSKA,2 308
PŁUCIENNIK,2 308
CZARNOWSKA,2 306
IDZIKOWSKA,2 305
WOJTYSIAK,2 305
SKRZYPCZYK,2 303
KAZIMIERSKA,2 302
MIODUSZEWSKA,2 301
GIERSZEWSKA,2 300
GUTKOWSKA,2 300
POKORA,2 298
KILIAN,2 296
SIWIŃSKA,2 295
PŁACHTA,2 294
DEMBIŃSKA,2 293
GIERCZAK,2 293
HEBDA,2 290
PANKIEWICZ,2 290
BINKOWSKA,2 288
LASKA,2 284
KĘDRA,2 283
PIECUCH,2 282
SZMYT,2 281
FILA,2 279
WICHER,2 278
POLKOWSKA,2 277
TERLECKA,2 275
SZEWC,2 274
PŁÓCIENNIK,2 273
LISZEWSKA,2 271
MAŁACHOWSKA,2 271
URBANIK,2 268
BIŃKOWSKA,2 264
MOKRZYCKA,2 264
BUDNIK,2 262
KLICH,2 261
BIENIAS,2 259
OPALIŃSKA,2 259
SOBALA,2 259
KLIMCZYK,2 258
BARSZCZEWSKA,2 256
ZDANOWSKA,2 256
PAWEŁEK,2 254
JASIAK,2 251
KURIATA,2 251
KWAPISZ,2 249
BIEDRZYCKA,2 243
ŻACZEK,2 241
CHRZĄSZCZ,2 240
ROMAŃCZUK,2 239
ŚWIĘCICKA,2 239
CIEŚLAR,2 238
NIEDBAŁA,2 238
POPIEL,2 238
KLESZCZ,2 237
CHLEBOWSKA,2 235
PATYK,2 234
DOMARADZKA,2 232
KRZYSZTOFIK,2 232
SKUZA,2 232
CICHOWSKA,2 230
ŚWITALSKA,2 228
SKOTNICKA,2 225
WIATROWSKA,2 225
PNIEWSKA,2 222
PIEKARCZYK,2 220
GAWRYŚ,2 218
ANDRUSZKIEWICZ,2 211
CICHECKA,2 210
KOSEK,2 210
GIBAS,2 209
LUPA,2 209
PIKUŁA,2 209
SAŁATA,2 208
ŁADA,2 206
POŹNIAK,2 206
WANAT,2 206
CZOP,2 204
CZERNIK,2 203
KUŁAGA,2 203
MICKIEWICZ,2 203
STAWIARSKA,2 202
BAJER,2 201
KACPERSKA,2 201
CHMIELECKA,2 199
KOWNACKA,2 199
RUTA,2 199
KASIŃSKA,2 198
SOBIECH,2 196
DRAB,2 195
CHUDZIŃSKA,2 193
GOŁDA,2 192
KUFEL,2 190
ULATOWSKA,2 189
ŻABIŃSKA,2 189
PIWKO,2 186
KOZIKOWSKA,2 185
BĄCZKOWSKA,2 184
WALASZCZYK,2 184
LENARTOWICZ,2 183
KOPIEC,2 181
PIECHOWSKA,2 181
LABUDA,2 180
KALICKA,2 179
WACHOWICZ,2 178
MIŁEK,2 174
ORLIŃSKA,2 174
OBARA,2 173
PIETRUCHA,2 173
KOŚMIDER,2 172
KUKUŁA,2 171
WARDA,2 171
KIERZKOWSKA,2 170
PAWLUS,2 170
BASIŃSKA,2 169
PALKA,2 166
STEFANOWICZ,2 166
SZEWCZAK,2 166
PUSTELNIK,2 165
SARNECKA,2 163
SIEŃKO,2 161
CZERNECKA,2 157
GRABIŃSKA,2 156
SYPNIEWSKA,2 156
ZAWADKA,2 156
JAWOROWSKA,2 155
OCHMAN,2 155
WILKOWSKA,2 155
SZMIT,2 154
MATYSEK,2 153
MELLER,2 153
MARCINEK,2 151
ORLIK,2 151
STEFANOWSKA,2 151
CHĘCIŃSKA,2 150
SAS,2 150
KARWAT,2 147
FISZER,2 146
PRZYBYŁO,2 146
JUREWICZ,2 145
TABAKA,2 143
MOROZ,2 142
BARTOSZ,2 139
GWIZDAŁA,2 139
WOLANIN,2 139
SZCZĘCH,2 136
KWAŚNIK,2 135
GŁUSZEK,2 134
KOŻUCH,2 134
SZYDŁO,2 134
JASEK,2 133
POLOCZEK,2 132
MOŚCICKA,2 131
BĘBENEK,2 130
MACIAK,2 130
MIERNIK,2 128
ISKRA,2 127
ROSTKOWSKA,2 127
BONIECKA,2 124
BORZĘCKA,2 124
CZARNIK,2 122
NIKIEL,2 121
FEDOROWICZ,2 120
MIAZGA,2 120
ANTOSIK,2 119
KARBOWIAK,2 119
SOLARZ,2 119
JURASZEK,2 118
KASPRZYCKA,2 117
ŁOZIŃSKA,2 117
KOCOT,2 116
GONTARZ,2 114
ROJEWSKA,2 114
KORYCKA,2 113
ŁASKA,2 113
RYSZKA,2 113
BORAWSKA,2 112
SZYMURA,2 112
SASIN,2 111
WAWER,2 111
GRUSZECKA,2 109
KUR,2 108
PIELA,2 107
MRUK,2 106
ŁUKASZCZYK,2 105
DRAGAN,2 102
JURGA,2 101
SAŁEK,2 101
PONIATOWSKA,2 100
LEJA,2 099
ŻYDEK,2 099
GÓRNIK,2 097
KUŹNIK,2 097
NARLOCH,2 096
SZCZĘŚNIAK,2 096
SPYRA,2 094
PLATA,2 093
ŚWINIARSKA,2 089
BROŻYNA,2 088
RODZIEWICZ,2 088
SADKOWSKA,2 088
ZDUŃCZYK,2 087
BOCZKOWSKA,2 086
HINC,2 085
MYŚLIŃSKA,2 085
DZIUBEK,2 084
KOTECKA,2 083
LEWKOWICZ,2 083
PIETKIEWICZ,2 082
BŁASIAK,2 081
MIELEWCZYK,2 080
JÓZEFIAK,2 078
JASIK,2 077
IGNASIAK,2 076
KLEPACKA,2 075
CIESZYŃSKA,2 072
MICHALEC,2 071
ZIOBRO,2 070
BUDNA,2 068
POLAKOWSKA,2 067
PLISZKA,2 065
GŁODEK,2 064
BOMBA,2 063
LECHOWICZ,2 062
WSZOŁEK,2 062
OKOŃSKA,2 061
JABŁONOWSKA,2 060
KISZKA,2 060
TYSZKIEWICZ,2 057
KWAŚNA,2 054
PRUSAK,2 054
SZYMBORSKA,2 053
DMOCHOWSKA,2 051
LIGĘZA,2 050
STEFAŃCZYK,2 050
BARTOSZEWSKA,2 049
DYRDA,2 048
BURA,2 046
MANIA,2 046
NOWOSAD,2 042
MAJCHROWSKA,2 041
KACPRZYK,2 039
ZELEK,2 039
KOWALKOWSKA,2 038
BAŃKA,2 037
JAGŁA,2 037
KAIM,2 037
KOPERSKA,2 037
KUŚMIERCZYK,2 037
OLEJARZ,2 036
ŻELAZNA,2 035
KRYŃSKA,2 034
MLECZKO,2 032
MOMOT,2 032
SAMSEL,2 032
BOCZEK,2 031
CISOWSKA,2 030
FIRLEJ,2 030
PIETRASIK,2 030
POGODA,2 029
BABIŃSKA,2 027
BIL,2 026
CZECHOWICZ,2 026
NAPORA,2 025
JASZCZUK,2 024
LANGNER,2 024
PORADA,2 022
GRALAK,2 020
MUSIELAK,2 020
GAWIN,2 017
WILCZAK,2 016
BĘDKOWSKA,2 014
STASIK,2 014
KUSTRA,2 013
SUSZEK,2 012
NĘDZA,2 009
GRAD,2 008
PIETRUSZEWSKA,2 008
WEGNER,2 008
WRONKA,2 008
KACZMARZYK,2 004
KŁAK,2 004
WOJTAŚ,2 004
DEREŃ,2 003
SZYSZKO,2 003
RZEPA,2 002
GŁUCH,2 001
SCHULZ,2 000
GOŹDZIK,1 999
PAWLUK,1 999
PIETRASZEK,1 999
SOBIECKA,1 999
SKWARA,1 997
DEJA,1 996
MRÓWKA,1 996
ŻÓŁTOWSKA,1 996
BYKOWSKA,1 995
MALCZYK,1 994
SAK,1 992
JANCZEWSKA,1 991
KLOCEK,1 991
KOSAKOWSKA,1 991
PALIWODA,1 991
WŁODARCZAK,1 990
ŁĘCKA,1 988
PRZYBOROWSKA,1 987
CIECHANOWSKA,1 984
CZEKALSKA,1 984
KASZA,1 984
BOROWIK,1 983
MOCZULSKA,1 983
SEMENIUK,1 983
GIEMZA,1 982
DMOWSKA,1 981
JAGIEŁA,1 981
WASILUK,1 981
WINIARCZYK,1 981
MĄCZYŃSKA,1 980
KONIK,1 979
DOMIN,1 978
SÓJKA,1 978
KĄDZIELA,1 977
BALCER,1 976
KOSECKA,1 974
TARASIUK,1 974
STRZYŻEWSKA,1 972
MACHURA,1 971
PYTLIK,1 971
ŚWIDEREK,1 971
MATKOWSKA,1 969
SADŁOWSKA,1 968
PEPLIŃSKA,1 965
BRYL,1 963
JARZYNA,1 962
NOWIK,1 962
CIOSEK,1 961
KONKOL,1 959
KRYSZTOFIAK,1 953
PIEKUT,1 953
ZARZECKA,1 950
SUDER,1 949
TARGOSZ,1 947
LIPOWSKA,1 946
PASIEKA,1 946
SUKIENNIK,1 945
BARNAŚ,1 944
PACHOLSKA,1 944
GORZKOWSKA,1 943
TAŃSKA,1 942
MNICH,1 941
KUBIŃSKA,1 940
CZARKOWSKA,1 938
ORLIKOWSKA,1 938
WIKTOROWICZ,1 938
BATKO,1 936
KOCIOŁEK,1 934
TYSZKA,1 934
PRZYTUŁA,1 933
TOCZEK,1 933
ZWIERZYŃSKA,1 933
KUŚMIERZ,1 930
PAWELCZYK,1 929
ZĄBEK,1 929
MACHAJ,1 927
KRYNICKA,1 926
ŚWISTAK,1 926
BUTKIEWICZ,1 925
RICHTER,1 925
PARZYCH,1 924
OSIAK,1 923
KRZYWICKA,1 922
BRZÓSKA,1 919
KRUPSKA,1 919
GĘBALA,1 918
CZEKAŁA,1 914
ŻYWICKA,1 914
CHRZAN,1 913
KOCIK,1 913
STARZYK,1 912
AUGUSTYNOWICZ,1 911
KARBOWNIK,1 907
REGULSKA,1 907
WĄTROBA,1 907
PAKULSKA,1 906
CZERSKA,1 905
JEDLIŃSKA,1 905
SUWAŁA,1 904
WALA,1 903
WOJTALA,1 903
KOTAS,1 902
TĘCZA,1 902
KMIECIAK,1 901
SABAT,1 901
CEGIELSKA,1 900
GRZESZCZAK,1 900
STAROSTA,1 900
MÜLLER,1 899
LESIŃSKA,1 898
MICHNA,1 898
GRONOWSKA,1 897
KANTOR,1 897
PŁAZA,1 896
NIEWĘGŁOWSKA,1 895
SKOCZEŃ,1 895
KALEMBA,1 894
STANIK,1 894
GRALA,1 892
GALANT,1 890
JAŃCZAK,1 890
KĄDZIOŁKA,1 890
WIERZBA,1 889
KRZYWDA,1 888
BAŁA,1 887
JARZĄB,1 887
LUBAŃSKA,1 887
MATUSZCZYK,1 887
CHYŁA,1 886
STRUZIK,1 886
BIAŁOWĄS,1 885
DZIUBIŃSKA,1 885
WASZCZUK,1 885
BRZOSTEK,1 884
DRĄŻEK,1 883
FIJOŁEK,1 883
TARNAWSKA,1 883
CHMIELOWIEC,1 881
TYCZYŃSKA,1 880
PASZKO,1 879
PUDŁO,1 879
PTASIŃSKA,1 878
RUSIECKA,1 877
SKOCZEK,1 877
BARTKIEWICZ,1 876
BOLEK,1 876
JOPEK,1 876
KUŁAK,1 876
MALIŃSKA,1 876
ŁAGOWSKA,1 875
KORCZ,1 874
STAŚKIEWICZ,1 872
SZMIGIEL,1 872
SOBOL,1 870
GÓRNICKA,1 869
FILIPKOWSKA,1 868
JURA,1 868
GRZEGOREK,1 866
GRAJEWSKA,1 865
DANIELEWICZ,1 864
GRĄDZKA,1 864
MISZCZUK,1 864
WASIK,1 864
DUTKA,1 863
WOLF,1 863
PROKOPOWICZ,1 862
ZAŁUSKA,1 862
LANGER,1 859
CHODOROWSKA,1 857
ROMANOWICZ,1 857
BRZOZA,1 856
PRZYWARA,1 855
SŁOMSKA,1 855
RAWSKA,1 854
KIJEWSKA,1 852
MIGDAŁ,1 852
PIÓRO,1 852
KACZKOWSKA,1 850
SZABLEWSKA,1 850
LISIAK,1 849
KOTWICA,1 847
OLKOWSKA,1 847
GÓŹDŹ,1 846
LIPA,1 846
SZERSZEŃ,1 845
BOROWA,1 844
CIEPLIŃSKA,1 843
SZCZECIŃSKA,1 841
FRYC,1 840
IDZIAK,1 838
TALAGA,1 838
ZAWIERUCHA,1 838
JUSZKIEWICZ,1 836
KOSICKA,1 835
MAŁKIEWICZ,1 835
SKARŻYŃSKA,1 835
MAGDZIARZ,1 834
ŻABA,1 833
MIŁKOWSKA,1 832
CZOPEK,1 831
DZIADOSZ,1 831
GINTER,1 831
ROKOSZ,1 829
SOBECKA,1 827
JĘDRZEJAK,1 825
SAKOWICZ,1 825
JARZYŃSKA,1 824
BLICHARZ,1 822
FOJCIK,1 822
GOŁDYN,1 820
KONIOR,1 820
GŁÓD,1 819
KAPAŁA,1 819
KRAWCZAK,1 819
KRET,1 819
CHROSTOWSKA,1 817
BAJOREK,1 815
KOLIŃSKA,1 813
KUKIEŁKA,1 812
MARCZYŃSKA,1 812
MIELNICZUK,1 811
WIĘCŁAW,1 811
BARTOS,1 809
BUCZAK,1 809
DOLECKA,1 809
KRASNODĘBSKA,1 809
DOROSZ,1 807
MAKOWIECKA,1 807
ŚMIETANA,1 807
KUCZKOWSKA,1 805
CHMIELOWSKA,1 803
TARCZYŃSKA,1 803
ARCISZEWSKA,1 802
NGUYEN,1 801
PABIAN,1 801
PAŁASZ,1 801
GODEK,1 800
GOŁAWSKA,1 800
KURZEJA,1 800
SIWIK,1 800
KRYSIŃSKA,1 799
DASZKIEWICZ,1 797
PODOLAK,1 796
BARYŁA,1 795
ŁOJEK,1 795
RADZIEJEWSKA,1 795
CIECIERSKA,1 794
KRZYŻAK,1 794
PTASZEK,1 794
WALTER,1 793
RAFALSKA,1 792
CIUPA,1 791
SZCZEPKOWSKA,1 790
WOŁOWIEC,1 790
RYDZ,1 788
GOLIK,1 786
KARP,1 786
FURMANEK,1 784
JAREK,1 782
RAPACZ,1 782
SMAGA,1 781
STĘPIŃSKA,1 781
KMITA,1 780
ŻUROWSKA,1 779
ŁUKASZUK,1 778
WALKOWSKA,1 777
MŁYŃSKA,1 776
PERZ,1 776
JAWOREK,1 774
NIEWIŃSKA,1 773
KURPIEWSKA,1 772
BARSKA,1 771
SULIMA,1 771
CIURA,1 770
FIC,1 770
WALCZUK,1 770
ADAMOWSKA,1 769
GĘBSKA,1 769
KABAT,1 769
MICHNIEWICZ,1 769
DOMBROWSKA,1 768
MRÓWCZYŃSKA,1 768
PALUSZKIEWICZ,1 768
STRÓŻYK,1 768
STYŚ,1 767
PADUCH,1 765
SZAŁKOWSKA,1 764
ZIÓŁEK,1 764
DOBEK,1 763
WOŹNY,1 763
MIŁOSZ,1 762
TKOCZ,1 762
WOCH,1 762
KOŁTUN,1 761
KUPKA,1 761
GĘBKA,1 759
JAMROZIK,1 759
JAROSZEWICZ,1 759
KARCZMARCZYK,1 759
CYBULA,1 758
KONARZEWSKA,1 758
SARZYŃSKA,1 758
BISKUPSKA,1 757
MAKSYMIUK,1 757
SIELSKA,1 757
HAWRYLUK,1 756
BRZEZICKA,1 755
BŁOCH,1 753
KONIECZKA,1 752
OBRĘBSKA,1 751
WOJTKIEWICZ,1 750
JANOTA,1 749
SIEKIERSKA,1 748
KOCHAN,1 746
SAWA,1 746
ŚMIAŁEK,1 743
MARSZAŁ,1 742
GROMADZKA,1 741
RADZIK,1 741
RYCHTER,1 741
ZANIEWSKA,1 741
ŚWIĘTEK,1 740
JAŻDŻEWSKA,1 739
WOJTAL,1 738
ZYŚK,1 736
FRANCZYK,1 735
GNIADEK,1 735
PSZCZÓŁKOWSKA,1 735
SIECZKA,1 735
BORUTA,1 734
LIBERA,1 734
FALKIEWICZ,1 733
RAJEWSKA,1 732
FĄFARA,1 731
KASPERCZYK,1 729
WIEWIÓRA,1 729
BIAŁY,1 725
BUJNOWSKA,1 725
GAPIŃSKA,1 725
PRZYBYŁOWSKA,1 725
ANTONOWICZ,1 724
KULCZYŃSKA,1 724
LATOS,1 723
POMORSKA,1 723
BRYŚ,1 722
OCHOCKA,1 722
ZAMOJSKA,1 722
TYBURSKA,1 721
DĘBEK,1 720
JAKUBEK,1 720
PRUSZYŃSKA,1 720
STACHYRA,1 720
DURKA,1 719
FIEDOROWICZ,1 719
KĘSKA,1 717
KURDZIEL,1 717
WĄDOŁOWSKA,1 717
STOLAREK,1 716
JASZCZAK,1 715
KUMOR,1 715
PAŁCZYŃSKA,1 715
SOSZYŃSKA,1 715
IDZIK,1 714
KRAUS,1 714
KOTLIŃSKA,1 713
SKAWIŃSKA,1 713
BRZÓZKA,1 712
CZARNOCKA,1 712
GACA,1 712
KASZUBOWSKA,1 712
WEISS,1 712
NIEDŹWIEDZKA,1 711
STEFANIUK,1 711
WENCEL,1 711
PALACZ,1 710
OCZKOWSKA,1 709
PASTUSZAK,1 709
ROSÓŁ,1 708
JANECZKO,1 705
RUSAK,1 705
PŁOTKA,1 704
KOBIAŁKA,1 703
MADEJA,1 703
DRZYMAŁA,1 702
GALUS,1 702
KOCOŃ,1 702
WOŁEK,1 701
JELIŃSKA,1 700
MARCHLEWSKA,1 700
PAŁYS,1 700
GAŁKOWSKA,1 699
BIGOS,1 698
OPAŁKA,1 696
FRONTCZAK,1 694
GAŁEK,1 694
JARZĘBSKA,1 694
MAŚLAK,1 694
SADŁO,1 694
KARASIEWICZ,1 693
WALEWSKA,1 693
MIGAS,1 689
NOGAJ,1 689
MICHTA,1 688
REK,1 688
SULEJ,1 688
KULAK,1 685
SOKALSKA,1 685
GAIK,1 683
RAJSKA,1 683
KŁYS,1 680
MUSIALIK,1 680
ŻYŁKA,1 680
WENTA,1 679
KIJAK,1 678
ZIEMIŃSKA,1 678
GALA,1 677
KROPIDŁOWSKA,1 677
NIZIOŁ,1 677
SKÓRSKA,1 677
WOŹNICZKA,1 677
BAZAN,1 676
OLSZÓWKA,1 676
DĄBROWA,1 675
GRUBA,1 675
ŁUPIŃSKA,1 675
